"name","company","ticker","stock","percent_portfolio","shares","reported_price","percent_difference_current_price","current_price","value"
Independent Franchise Partners,US Equity Fund,UNLYF,UNILEVER PLC,1.99%,680040,$54.92,22.05%,$67.03,$37346651
Independent Franchise Partners,US Equity Fund,WMG,WARNER MUSIC GROUP CORP-CL A,4.57%,2802577,$30.65,8.35%,$28.09,$85898985
Independent Franchise Partners,US Equity Fund,ZG,ZILLOW GROUP INC - A,0.56%,177583,$45.04,15.61%,$52.07,$7998343
Independent Franchise Partners,US Equity Fund,Z,ZILLOW GROUP INC - C,4.12%,1217648,$46.39,16.06%,$53.84,$56486725
Mason Hawkins,Longleaf Partners,AMG,AFFILIATED MANAGERS GROUP,7.47%,492252,$156.23,8.45%,$169.43,$76904529
Mason Hawkins,Longleaf Partners,BIO,BIO-RAD LABORATORIES-A,5.23%,129014,$273.11,21.16%,$330.91,$35235202
Mason Hawkins,Longleaf Partners,CNHI,CNH INDUSTRIAL NV,5.88%,5969924,$10.13,13.03%,$11.45,$60475330
Mason Hawkins,Longleaf Partners,CNX,CNX RESOURCES CORP,7.20%,2088676,$24.30,11.73%,$27.15,$50754842
Mason Hawkins,Longleaf Partners,FDX,FEDEX CORP,8.79%,301612,$299.84,2.33%,$292.84,$90435342
Mason Hawkins,Longleaf Partners,FIS,FIDELITY NATIONAL INFO SERV,6.81%,664857,$75.36,9.34%,$82.40,$50103680
Mason Hawkins,Longleaf Partners,FISV,FISERV INC,2.58%,178443,$149.04,23.36%,$114.23,$26595144
Mason Hawkins,Longleaf Partners,H,HYATT HOTELS CORP - CL A,3.36%,227601,$151.92,2.84%,$147.60,$34577143
Mason Hawkins,Longleaf Partners,IAC,IAC INTERACTIVECORP NEW,6.67%,1464721,$46.85,10.46%,$51.75,$68622178
Mason Hawkins,Longleaf Partners,K,KELLOGG CO,6.76%,1205334,$57.68,39.03%,$80.19,$69523665
Mason Hawkins,Longleaf Partners,LYV,LIVE NATION ENTERTAINMENT IN,4.80%,526472,$93.74,1.62%,$95.26,$49351485
Mason Hawkins,Longleaf Partners,MAT,MATTEL INC,5.96%,3772498,$16.26,15.07%,$18.71,$61340817
Mason Hawkins,Longleaf Partners,MGM,MGM RESORTS INTERNATIONAL,6.44%,1490343,$44.44,17.62%,$36.61,$66230842
Mason Hawkins,Longleaf Partners,PYPL,PAYPAL HOLDINGS INC,3.87%,459736,$58.03,25.12%,$72.61,$26678513
Mason Hawkins,Longleaf Partners,PVH,PVH CORP,4.50%,306212,$105.87,8.75%,$96.61,$32418759
Mason Hawkins,Longleaf Partners,RTX,RAYTHEON TECHNOLOGIES CORP,4.40%,450782,$100.39,20.64%,$121.11,$45254004
Mason Hawkins,Longleaf Partners,WBD,WARNER BROS DISCOVERY INC,4.70%,4156807,$7.44,1.61%,$7.32,$30926648
Mason Hawkins,Longleaf Partners,WMG,WARNER MUSIC GROUP CORP-CL A,4.60%,1544530,$30.65,8.35%,$28.09,$47339844
Mark A. Hillman,Hillman Value Fund,ADBE,ADOBE INC,3.43%,14000,$555.54,3.55%,$575.25,$7777560
Mark A. Hillman,Hillman Value Fund,GOOGL,ALPHABET INC-CL A,2.87%,35700,$182.15,14.11%,$156.45,$6502755
Mark A. Hillman,Hillman Value Fund,AMZN,AMAZONCOM INC,2.70%,31700,$193.25,10.31%,$173.33,$6126025
Mark A. Hillman,Hillman Value Fund,BUD,ANHEUSER-BUSCH INBEV-SPN ADR,2.28%,47064,$58.15,7.64%,$62.59,$2736771
Mark A. Hillman,Hillman Value Fund,T,AT&T INC,2.62%,310600,$19.11,7.64%,$20.57,$5935566
Mark A. Hillman,Hillman Value Fund,BK,BANK OF NEW YORK MELLON CORP,2.83%,107200,$59.89,13.11%,$67.74,$6420208
Mark A. Hillman,Hillman Value Fund,BAX,BAXTER INTERNATIONAL INC,2.29%,155000,$33.45,12.20%,$37.53,$5184750
Mark A. Hillman,Hillman Value Fund,BDX,BECTON DICKINSON AND CO,2.47%,24000,$233.71,1.13%,$236.34,$5609040
Mark A. Hillman,Hillman Value Fund,BIIB,BIOGEN INC,2.49%,13297,$231.82,11.59%,$204.95,$3082742
Mark A. Hillman,Hillman Value Fund,BA,BOEING CO/THE,2.50%,17416,$182.01,10.32%,$163.22,$3169886
Mark A. Hillman,Hillman Value Fund,BMY,BRISTOL-MYERS SQUIBB CO,2.82%,154000,$41.53,20.30%,$49.96,$6395620
Mark A. Hillman,Hillman Value Fund,CPB,CAMPBELL SOUP CO,2.75%,70967,$45.19,14.27%,$51.64,$3206998
Mark A. Hillman,Hillman Value Fund,KMX,CARMAX INC,2.49%,77000,$73.34,11.60%,$81.85,$5647180
Mark A. Hillman,Hillman Value Fund,CMCSA,COMCAST CORP-CLASS A,2.46%,142400,$39.16,1.25%,$38.67,$5576384
Mark A. Hillman,Hillman Value Fund,CAG,CONAGRA BRANDS INC,2.33%,186000,$28.42,14.04%,$32.41,$5286120
Mark A. Hillman,Hillman Value Fund,CVS,CVS HEALTH CORP,2.14%,82000,$59.06,0.41%,$59.30,$4842920
Mark A. Hillman,Hillman Value Fund,DD,DUPONT DE NEMOURS INC,2.69%,75900,$80.49,1.50%,$81.70,$6109191
Mark A. Hillman,Hillman Value Fund,EMR,EMERSON ELECTRIC CO,2.73%,55357,$110.16,8.44%,$100.86,$6098127
Mark A. Hillman,Hillman Value Fund,EL,ESTEE LAUDER COMPANIES-CL A,2.06%,44000,$106.40,13.15%,$92.41,$4681600
Mark A. Hillman,Hillman Value Fund,GSK,GSK PLC-SPON ADR,2.29%,135100,$38.50,14.96%,$44.26,$5201350
Mark A. Hillman,Hillman Value Fund,INTC,INTEL CORP,1.89%,138300,$30.97,37.26%,$19.43,$4283151
Mark A. Hillman,Hillman Value Fund,IFF,INTL FLAVORS & FRAGRANCES,2.64%,61013,$95.21,8.30%,$103.11,$5809047
Mark A. Hillman,Hillman Value Fund,K,KELLOGG CO,2.50%,93972,$57.68,39.03%,$80.19,$5420304
Mark A. Hillman,Hillman Value Fund,KHC,KRAFT HEINZ CO/THE,2.42%,170000,$32.22,11.95%,$36.07,$5477400
Mark A. Hillman,Hillman Value Fund,MSFT,MICROSOFT CORP,2.84%,13536,$446.95,8.51%,$408.90,$6049915
Mark A. Hillman,Hillman Value Fund,UMBXX,MONEY MARKET FIDUCIA,4.29%,8854187,$1.00,0,0,$8854187
Mark A. Hillman,Hillman Value Fund,NKE,NIKE INC -CL B,2.09%,63000,$75.37,7.50%,$81.02,$4748310
Mark A. Hillman,Hillman Value Fund,JWN,NORDSTROM INC,2.58%,275600,$21.22,7.35%,$22.78,$5848232
Mark A. Hillman,Hillman Value Fund,PFE,PFIZER INC,2.73%,221200,$27.98,1.47%,$28.39,$6189176
Mark A. Hillman,Hillman Value Fund,CRM,SALESFORCECOM INC,2.29%,20200,$257.10,3.66%,$247.68,$5193420
Mark A. Hillman,Hillman Value Fund,SPG,SIMON PROPERTY GROUP INC,2.76%,38202,$151.80,8.75%,$165.08,$5799139
Mark A. Hillman,Hillman Value Fund,TROW,T ROWE PRICE GROUP INC,2.54%,50000,$115.31,9.27%,$104.62,$5765500
Mark A. Hillman,Hillman Value Fund,USB,US BANCORP,2.73%,156000,$39.70,16.02%,$46.06,$6193200
Mark A. Hillman,Hillman Value Fund,VZ,VERIZON COMMUNICATIONS INC,2.49%,137000,$41.24,0.58%,$41.48,$5649880
Mark A. Hillman,Hillman Value Fund,DIS,WALT DISNEY CO/THE,2.28%,52000,$99.29,10.11%,$89.25,$5163080
Mark A. Hillman,Hillman Value Fund,WBD,WARNER BROS DISCOVERY INC,2.65%,723160,$7.44,1.61%,$7.32,$5380310
Mark A. Hillman,Hillman Value Fund,WFC,WELLS FARGO & CO,2.60%,99200,$59.39,2.14%,$58.12,$5891488
Mark A. Hillman,Hillman Value Fund,WU,WESTERN UNION CO,2.34%,435000,$12.22,0.08%,$12.23,$5315700
Mark A. Hillman,Hillman Value Fund,ZBH,ZIMMER BIOMET HOLDINGS INC,2.11%,38808,$108.53,5.48%,$114.48,$4211832
John W. Rogers Jr.,Ariel Appreciation Fund,ADT,ADT INC,2.04%,2579378,$7.60,5.66%,$7.17,$19603272
John W. Rogers Jr.,Ariel Appreciation Fund,AFL,AFLAC INC,2.67%,225838,$89.31,23.72%,$110.49,$20169611
John W. Rogers Jr.,Ariel Appreciation Fund,AXTA,AXALTA COATING SYSTEMS LTD,2.51%,707436,$34.17,3.54%,$35.38,$24173088
John W. Rogers Jr.,Ariel Appreciation Fund,BIO,BIO-RAD LABORATORIES-A,1.47%,51713,$273.11,21.16%,$330.91,$14123337
John W. Rogers Jr.,Ariel Appreciation Fund,BOKF,BOK FINANCIAL CORPORATION,2.10%,220324,$91.64,12.89%,$103.45,$20190491
John W. Rogers Jr.,Ariel Appreciation Fund,BWA,BORGWARNER INC,1.50%,448560,$32.24,2.57%,$33.07,$14461574
John W. Rogers Jr.,Ariel Appreciation Fund,CG,CARLYLE GROUP INC/THE,2.55%,360864,$40.15,5.06%,$38.12,$14488691
John W. Rogers Jr.,Ariel Appreciation Fund,KMX,CARMAX INC,2.94%,386415,$73.34,11.60%,$81.85,$28339676
John W. Rogers Jr.,Ariel Appreciation Fund,CBRE,CBRE GROUP INC - A,2.12%,162457,$89.11,28.82%,$114.79,$14476626
John W. Rogers Jr.,Ariel Appreciation Fund,CRL,CHARLES RIVER LABORATORIES,3.10%,144321,$206.58,7.17%,$191.77,$29813832
John W. Rogers Jr.,Ariel Appreciation Fund,CLB,CORE LABORATORIES INC,3.44%,1111466,$20.29,8.82%,$18.50,$22551660
John W. Rogers Jr.,Ariel Appreciation Fund,NVST,ENVISTA HOLDINGS CORP,1.75%,582945,$16.63,3.55%,$17.22,$9694390
John W. Rogers Jr.,Ariel Appreciation Fund,FAF,FIRST AMERICAN FINANCIAL,2.13%,380408,$53.95,21.20%,$65.39,$20523011
John W. Rogers Jr.,Ariel Appreciation Fund,GNRC,GENERAC HOLDINGS INC,3.11%,226843,$132.22,11.05%,$146.83,$29993181
John W. Rogers Jr.,Ariel Appreciation Fund,GNTX,GENTEX CORP,2.04%,448100,$33.71,9.02%,$30.67,$15105475
John W. Rogers Jr.,Ariel Appreciation Fund,GS,GOLDMAN SACHS GROUP INC,4.26%,60303,$452.32,8.47%,$490.64,$27276492
John W. Rogers Jr.,Ariel Appreciation Fund,IPG,INTERPUBLIC GROUP OF COS INC,2.98%,985594,$29.09,8.18%,$31.47,$28670929
John W. Rogers Jr.,Ariel Appreciation Fund,SJM,JM SMUCKER CO/THE,1.83%,102904,$109.04,10.54%,$120.53,$11220683
John W. Rogers Jr.,Ariel Appreciation Fund,JLL,JONES LANG LASALLE INC,2.19%,102549,$205.28,21.49%,$249.39,$21051258
John W. Rogers Jr.,Ariel Appreciation Fund,KMT,KENNAMETAL INC,2.58%,685751,$23.54,5.86%,$24.92,$16142585
John W. Rogers Jr.,Ariel Appreciation Fund,KEYS,KEYSIGHT TECHNOLOGIES IN,1.98%,101113,$136.75,9.05%,$149.12,$13827281
John W. Rogers Jr.,Ariel Appreciation Fund,KKR,KKR & CO INC,1.88%,172098,$105.24,11.81%,$117.67,$18111593
John W. Rogers Jr.,Ariel Appreciation Fund,KN,KNOWLES CORP,2.67%,1490306,$17.26,1.16%,$17.46,$25722681
John W. Rogers Jr.,Ariel Appreciation Fund,LH,LABCORP HOLDINGS INC,3.12%,147725,$203.51,12.07%,$228.08,$30063514
John W. Rogers Jr.,Ariel Appreciation Fund,LAZ,LAZARD INC,2.66%,671161,$38.18,26.35%,$48.24,$25624926
John W. Rogers Jr.,Ariel Appreciation Fund,LFUS,LITTELFUSE INC,1.88%,70674,$255.59,1.58%,$259.62,$18063567
John W. Rogers Jr.,Ariel Appreciation Fund,MSGE,MADISON SQUARE GARDEN ENTERT,1.22%,335861,$35.06,16.06%,$40.69,$11775286
John W. Rogers Jr.,Ariel Appreciation Fund,MSGE,MADISON SQUARE GARDEN ENTERT,1.89%,530740,$34.23,18.87%,$40.69,$18167230
John W. Rogers Jr.,Ariel Appreciation Fund,MSGS,MADISON SQUARE GARDEN SPORTS,2.76%,141296,$188.13,9.38%,$205.77,$26582016
John W. Rogers Jr.,Ariel Appreciation Fund,MANU,MANCHESTER UNITED PLC-CL A,1.65%,609796,$16.14,6.20%,$17.14,$9842118
John W. Rogers Jr.,Ariel Appreciation Fund,MAT,MATTEL INC,3.38%,1509562,$16.26,15.07%,$18.71,$24545491
John W. Rogers Jr.,Ariel Appreciation Fund,MIDD,MIDDLEBY CORP,1.00%,78448,$122.61,11.74%,$137.00,$9618509
John W. Rogers Jr.,Ariel Appreciation Fund,TAP,MOLSON COORS BEVERAGE CO - B,1.38%,193466,$50.83,9.68%,$55.75,$9833894
John W. Rogers Jr.,Ariel Appreciation Fund,NTPXX,NORTHERN INST TRSRY-PRM,1.16%,11123351,$1.00,0,0,$11123351
John W. Rogers Jr.,Ariel Appreciation Fund,NTRS,NORTHERN TRUST CORP,4.75%,544986,$83.98,6.51%,$89.45,$45767924
John W. Rogers Jr.,Ariel Appreciation Fund,NOV,NOV INC,2.45%,1241184,$19.01,11.36%,$16.85,$23594907
John W. Rogers Jr.,Ariel Appreciation Fund,NVT,NVENT ELECTRIC PLC,1.56%,118800,$76.61,17.96%,$62.85,$9101330
John W. Rogers Jr.,Ariel Appreciation Fund,REZI,RESIDEO TECHNOLOGIES INC,1.54%,757709,$19.56,3.22%,$18.93,$14820788
John W. Rogers Jr.,Ariel Appreciation Fund,SCHW,SCHWAB (CHARLES) CORP,2.46%,321273,$73.69,13.29%,$63.90,$23674607
John W. Rogers Jr.,Ariel Appreciation Fund,SWK,STANLEY BLACK & DECKER INC,2.55%,307193,$79.89,25.02%,$99.88,$24541648
John W. Rogers Jr.,Ariel Appreciation Fund,SRCL,STERICYCLE INC,1.21%,199964,$58.13,2.01%,$59.30,$11623907
John W. Rogers Jr.,Ariel Appreciation Fund,MTN,VAIL RESORTS INC,1.50%,55775,$180.13,3.88%,$187.12,$10046900
John W. Rogers Jr.,Ariel Appreciation Fund,VIAC,VIACOMCBS INC - CLASS B,0.77%,711339,$10.39,184.70%,$29.58,$7390812
John W. Rogers Jr.,Ariel Appreciation Fund,WBA,WALGREENS BOOTS ALLIANCE INC,1.45%,1155575,$12.10,28.48%,$8.65,$13976679
John W. Rogers Jr.,Ariel Appreciation Fund,ZBH,ZIMMER BIOMET HOLDINGS INC,1.85%,164532,$108.53,5.48%,$114.48,$17856657
Wallace Weitz,Weitz Value Fund,ACN,ACCENTURE PLC-CL A,3.07%,90000,$303.41,13.37%,$343.99,$27306900
Wallace Weitz,Weitz Value Fund,ADBE,ADOBE INC,2.50%,40000,$555.54,3.55%,$575.25,$22221600
Wallace Weitz,Weitz Value Fund,GOOG,ALPHABET INC-CL C,5.05%,196000,$183.42,13.96%,$157.81,$35950320
Wallace Weitz,Weitz Value Fund,AMZN,AMAZONCOM INC,3.64%,149075,$193.25,10.31%,$173.33,$28808743
Wallace Weitz,Weitz Value Fund,ADI,ANALOG DEVICES INC,3.01%,117500,$228.26,2.83%,$221.80,$26820550
Wallace Weitz,Weitz Value Fund,AON,AON PLC-CLASS A,4.04%,114537,$293.58,18.72%,$348.55,$33625919
Wallace Weitz,Weitz Value Fund,BRK.B,BERKSHIRE HATHAWAY INC CL-B,4.92%,107500,$406.80,17.64%,$478.57,$43731000
Wallace Weitz,Weitz Value Fund,KMX,CARMAX INC,2.97%,298800,$73.34,11.60%,$81.85,$21913992
Wallace Weitz,Weitz Value Fund,CHTR,CHARTER COMMUNICATIONS INC-A,3.95%,117500,$298.96,10.93%,$331.64,$35127800
Wallace Weitz,Weitz Value Fund,CNSWF,CONSTELLATION SOFTWARE INC,2.43%,6337,$2881.39,8.40%,$3123.53,$18260782
Wallace Weitz,Weitz Value Fund,CSGP,COSTAR GROUP INC,3.62%,400200,$74.14,4.13%,$77.20,$29670828
Wallace Weitz,Weitz Value Fund,DHR,DANAHER CORP,4.77%,170000,$249.85,5.86%,$264.49,$42474500
Wallace Weitz,Weitz Value Fund,EFX,EQUIFAX INC,3.27%,120000,$242.46,24.74%,$302.44,$29095200
Wallace Weitz,Weitz Value Fund,FIS,FIDELITY NATIONAL INFO SERV,2.31%,272500,$75.36,9.34%,$82.40,$20535600
Wallace Weitz,Weitz Value Fund,IT,GARTNER INC,2.02%,32599,$449.06,8.39%,$486.72,$14639355
Wallace Weitz,Weitz Value Fund,GPN,GLOBAL PAYMENTS INC,3.86%,305300,$96.70,13.80%,$110.04,$29522510
Wallace Weitz,Weitz Value Fund,IEX,IDEX CORP,2.26%,100000,$201.20,0.40%,$200.39,$20120000
Wallace Weitz,Weitz Value Fund,IJGXX,JPMORGAN US GOVT MMKT-L,1.08%,9580542,$1.00,0,0,$9580542
Wallace Weitz,Weitz Value Fund,LH,LABCORP HOLDINGS INC,1.72%,65625,$203.51,12.07%,$228.08,$13355343
Wallace Weitz,Weitz Value Fund,MA,MASTERCARD INC - A,4.71%,95000,$441.16,9.52%,$483.14,$41910200
Wallace Weitz,Weitz Value Fund,META,META PLATFORMS INC-CLASS A,4.96%,87500,$504.22,1.69%,$512.74,$44119250
Wallace Weitz,Weitz Value Fund,MCHP,MICROCHIP TECHNOLOGY INC,2.31%,225000,$91.50,15.97%,$76.89,$20587500
Wallace Weitz,Weitz Value Fund,ODFL,OLD DOMINION FREIGHT LINE,2.08%,105000,$176.60,10.78%,$195.64,$18543000
Wallace Weitz,Weitz Value Fund,ORCL,ORACLE CORP,2.98%,169687,$141.20,0.32%,$140.75,$23959875
Wallace Weitz,Weitz Value Fund,ROP,ROPER TECHNOLOGIES INC,2.22%,35000,$563.66,0.91%,$558.51,$19728100
Wallace Weitz,Weitz Value Fund,SPGI,S&P GLOBAL INC,3.01%,60000,$446.00,15.09%,$513.31,$26760000
Wallace Weitz,Weitz Value Fund,CRM,SALESFORCECOM INC,2.75%,95000,$257.10,3.66%,$247.68,$24424500
Wallace Weitz,Weitz Value Fund,TMO,THERMO FISHER SCIENTIFIC INC,4.66%,75000,$553.00,10.65%,$611.90,$41475000
Wallace Weitz,Weitz Value Fund,VLTO,VERALTO CORP,2.04%,190000,$95.47,16.11%,$110.85,$18139300
Wallace Weitz,Weitz Value Fund,V,VISA INC-CLASS A SHARES,5.01%,170000,$262.47,6.87%,$280.49,$44619900
Wallace Weitz,Weitz Value Fund,VMC,VULCAN MATERIALS CO,2.79%,95000,$248.68,5.57%,$234.83,$23624600
Charles Bobrinskoy,Ariel Focus Fund,AMG,AFFILIATED MANAGERS GROUP,1.87%,4461,$156.23,8.45%,$169.43,$697032
Charles Bobrinskoy,Ariel Focus Fund,APA,APA CORP,8.15%,103849,$29.44,12.06%,$25.89,$3057314
Charles Bobrinskoy,Ariel Focus Fund,BAC,BANK OF AMERICA CORP,9.29%,87560,$39.77,1.84%,$40.50,$3482261
Charles Bobrinskoy,Ariel Focus Fund,GOLD,BARRICK GOLD CORP,5.47%,123024,$16.68,15.83%,$19.32,$2052040
Charles Bobrinskoy,Ariel Focus Fund,BYD,BOYD GAMING CORP,5.35%,36441,$55.10,11.76%,$61.58,$2007899
Charles Bobrinskoy,Ariel Focus Fund,CVX,CHEVRON CORP,6.57%,8974,$156.42,9.17%,$142.07,$1403814
Charles Bobrinskoy,Ariel Focus Fund,JNJ,JOHNSON & JOHNSON,4.65%,11936,$146.16,14.50%,$167.36,$1744565
Charles Bobrinskoy,Ariel Focus Fund,LMT,LOCKHEED MARTIN CORP,8.26%,6630,$467.10,23.05%,$574.78,$3096873
Charles Bobrinskoy,Ariel Focus Fund,MHK,MOHAWK INDUSTRIES INC,9.06%,29314,$113.59,32.61%,$150.63,$3329860
Charles Bobrinskoy,Ariel Focus Fund,MOS,MOSAIC CO/THE,5.16%,37137,$28.90,5.33%,$27.36,$1073282
Charles Bobrinskoy,Ariel Focus Fund,ORCL,ORACLE CORP,11.24%,29846,$141.20,0.32%,$140.75,$4214255
Charles Bobrinskoy,Ariel Focus Fund,PHIN,PHINIA INC,7.46%,37341,$39.36,21.27%,$47.73,$1469747
Charles Bobrinskoy,Ariel Focus Fund,SNA,SNAP-ON INC,10.00%,14351,$261.39,6.76%,$279.07,$3751207
Charles Bobrinskoy,Ariel Focus Fund,WU,WESTERN UNION CO,5.55%,170453,$12.22,0.08%,$12.23,$2082935
Charles Bobrinskoy,Ariel Focus Fund,ZIMV,ZIMVIE INC,1.92%,39374,$18.25,7.84%,$16.82,$718575
Francois Rochon,Giverny Capital,ABNB,AIRBNB INC-CLASS A,0.05%,7055,$151.63,24.02%,$115.21,$1069750
Francois Rochon,Giverny Capital,ALGN,ALIGN TECHNOLOGY INC,0.31%,29991,$241.43,7.91%,$222.34,$7240727
Francois Rochon,Giverny Capital,GOOGL,ALPHABET INC-CL A,2.39%,168995,$182.15,14.11%,$156.45,$30782481
Francois Rochon,Giverny Capital,GOOG,ALPHABET INC-CL C,5.02%,647436,$183.42,13.96%,$157.81,$118752711
Francois Rochon,Giverny Capital,AME,AMETEK INC,6.60%,936696,$166.71,0.47%,$167.49,$156156590
Francois Rochon,Giverny Capital,ADI,ANALOG DEVICES INC,1.93%,200423,$228.26,2.83%,$221.80,$45748554
Francois Rochon,Giverny Capital,AAPL,APPLE INC,0.09%,9425,$210.62,4.86%,$220.85,$1985173
Francois Rochon,Giverny Capital,ANET,ARISTA NETWORKS INC,1.45%,97619,$350.48,6.97%,$326.05,$34213507
Francois Rochon,Giverny Capital,BAC,BANK OF AMERICA CORP,1.66%,507849,$39.77,1.84%,$40.50,$20197163
Francois Rochon,Giverny Capital,OZK,BANK OZK,2.07%,633105,$41.00,1.85%,$41.76,$25957332
Francois Rochon,Giverny Capital,BRK.A,BERKSHIRE HATHAWAY INC CL-A,0.18%,7,$612241.00,16.91%,$715778.00,$4285687
Francois Rochon,Giverny Capital,BRK.B,BERKSHIRE HATHAWAY INC CL-B,8.33%,484470,$406.80,17.64%,$478.57,$197082396
Francois Rochon,Giverny Capital,BKNG,BOOKING HOLDINGS INC,3.35%,20003,$3961.50,4.10%,$3799.21,$79241885
Francois Rochon,Giverny Capital,KMX,CARMAX INC,4.94%,964943,$73.34,11.60%,$81.85,$70768959
Francois Rochon,Giverny Capital,CPRT,COPART INC,0.06%,27484,$54.16,2.05%,$53.05,$1488533
Francois Rochon,Giverny Capital,CACC,CREDIT ACCEPTANCE CORP,0.55%,25107,$514.68,12.09%,$452.44,$12922071
Francois Rochon,Giverny Capital,DFH,DREAM FINDERS HOMES INC - A,0.04%,32202,$25.82,18.78%,$30.67,$831456
Francois Rochon,Giverny Capital,EW,EDWARDS LIFESCIENCES CORP,1.74%,446016,$92.37,25.38%,$68.93,$41198498
Francois Rochon,Giverny Capital,FERG,FERGUSON PLC,0.24%,28425,$193.65,1.02%,$195.62,$5504612
Francois Rochon,Giverny Capital,FISV,FISERV INC,3.05%,484933,$149.04,23.36%,$114.23,$72274414
Francois Rochon,Giverny Capital,FIVE,FIVE BELOW,3.21%,697875,$108.97,31.60%,$74.54,$76047439
Francois Rochon,Giverny Capital,FND,FLOOR & DECOR HOLDINGS INC-A,1.16%,276298,$99.41,7.14%,$106.51,$27466784
Francois Rochon,Giverny Capital,FBHS,FORTUNE BRANDS HOME & SECURI,1.22%,445631,$64.94,4.68%,$61.90,$28939277
Francois Rochon,Giverny Capital,GBTC,GRAYSCALE BITCOIN TRUST BTC,0.02%,7442,$53.24,13.13%,$46.25,$396212
Francois Rochon,Giverny Capital,HEI.A,HEICO CORP INC CL A,5.43%,723697,$177.52,10.74%,$196.58,$128470691
Francois Rochon,Giverny Capital,IBP,INSTALLED BUILDING PRODUCTS,4.10%,471552,$205.68,1.75%,$209.27,$96988815
Francois Rochon,Giverny Capital,SLV,ISHARES SILVER TRUST,0.03%,20585,$26.57,3.35%,$25.68,$546943
Francois Rochon,Giverny Capital,ITB,ISHARES US HOME CONSTRUCTI,0.05%,12562,$101.06,16.36%,$117.59,$1269516
Francois Rochon,Giverny Capital,JPM,JPMORGAN CHASE & CO,0.34%,40226,$202.26,8.44%,$219.33,$8136111
Francois Rochon,Giverny Capital,KEYS,KEYSIGHT TECHNOLOGIES IN,2.77%,268552,$136.75,9.05%,$149.12,$36724551
Francois Rochon,Giverny Capital,KNSL,KINSALE CAPITAL GROUP INC,0.53%,32744,$385.28,23.14%,$474.45,$12615608
Francois Rochon,Giverny Capital,LFUS,LITTELFUSE INC,0.85%,77511,$255.59,1.58%,$259.62,$19811194
Francois Rochon,Giverny Capital,LULU,LULULEMON ATHLETICA INC,1.64%,130113,$298.70,14.46%,$255.51,$38864753
Francois Rochon,Giverny Capital,MTB,M & T BANK CORP,2.21%,345262,$151.36,11.63%,$168.96,$52258856
Francois Rochon,Giverny Capital,MKL,MARKEL CORP,2.76%,41471,$1575.66,0.33%,$1570.45,$65344196
Francois Rochon,Giverny Capital,MA,MASTERCARD INC - A,0.44%,22818,$441.16,9.52%,$483.14,$10066512
Francois Rochon,Giverny Capital,MEDP,MEDPACE HOLDINGS INC,3.27%,108154,$411.85,15.72%,$347.10,$44543245
Francois Rochon,Giverny Capital,META,META PLATFORMS INC-CLASS A,6.34%,184582,$504.22,1.69%,$512.74,$93069966
Francois Rochon,Giverny Capital,NVO,NOVO-NORDISK A/S-SPONS ADR,0.07%,12400,$142.74,5.75%,$134.53,$1769976
Francois Rochon,Giverny Capital,NVR,NVR INC,4.23%,7775,$7588.56,20.58%,$9150.40,$59005682
Francois Rochon,Giverny Capital,ODFL,OLD DOMINION FREIGHT LINE,0.04%,4724,$176.60,10.78%,$195.64,$834258
Francois Rochon,Giverny Capital,PGR,PROGRESSIVE CORP,4.69%,534821,$207.71,22.24%,$253.91,$111087670
Francois Rochon,Giverny Capital,SCHW,SCHWAB (CHARLES) CORP,2.71%,869813,$73.69,13.29%,$63.90,$64096520
Francois Rochon,Giverny Capital,SITE,SITEONE LANDSCAPE SUPPLY INC,0.02%,3753,$121.41,11.86%,$135.81,$455652
Francois Rochon,Giverny Capital,GLD,SPDR GOLD SHARES,0.04%,3827,$215.01,7.17%,$230.43,$822942
Francois Rochon,Giverny Capital,SPY,SPDR S&P 500 ETF TRUST,0.11%,4752,$544.22,1.24%,$550.95,$2586133
Francois Rochon,Giverny Capital,SBUX,STARBUCKS CORP,2.35%,715626,$77.85,18.60%,$92.33,$55711484
Francois Rochon,Giverny Capital,TSM,TAIWAN SEMICONDUCTOR-SP ADR,0.06%,7550,$173.81,7.44%,$160.87,$1312400
Francois Rochon,Giverny Capital,V,VISA INC-CLASS A SHARES,4.29%,386967,$262.47,6.87%,$280.49,$101567228
Francois Rochon,Giverny Capital,DIS,WALT DISNEY CO/THE,0.98%,233262,$99.29,10.11%,$89.25,$23160584
Ruane  Cunniff & Goldfarb,Sequoia Fund,GOOGL,ALPHABET INC-CL A,7.46%,1390208,$182.15,14.11%,$156.45,$253226387
Ruane  Cunniff & Goldfarb,Sequoia Fund,ANTM,ANTHEM INC,5.33%,333699,$541.86,10.94%,$482.58,$180818140
Ruane  Cunniff & Goldfarb,Sequoia Fund,ASHTF,ASHTEAD GROUP PLC,2.93%,1073228,$66.77,6.38%,$71.03,$71659204
Ruane  Cunniff & Goldfarb,Sequoia Fund,BRK.B,BERKSHIRE HATHAWAY INC CL-B,1.79%,103129,$406.80,17.64%,$478.57,$41953068
Ruane  Cunniff & Goldfarb,Sequoia Fund,COF,CAPITAL ONE FINANCIAL CORP,4.22%,635503,$138.45,3.84%,$143.77,$87985457
Ruane  Cunniff & Goldfarb,Sequoia Fund,KMX,CARMAX INC,3.14%,1454452,$73.34,11.60%,$81.85,$106669509
